1,0,28,42
1,1,29,40
1,2,29,37
1,3,28,36
1,4,27,36
1,5,28,38
1,6,30,47
1,7,31,55
1,8,32,54
1,9,33,57
1,10,35,63
1,11,36,66
1,12,35,64
1,13,36,69
1,14,37,72
1,15,38,73
1,16,39,77
1,17,42,78
1,18,37,67
1,19,35,61
1,20,34,57
1,21,33,54
1,22,31,49
1,23,30,45
2,0,29,42
2,1,28,40
2,2,29,37
2,3,28,36
2,4,28,35
2,5,28,37
2,6,30,47
2,7,32,55
2,8,32,55
2,9,33,56
2,10,34,62
2,11,35,63
2,12,36,65
2,13,37,71
2,14,38,71
2,15,38,71
2,16,39,76
2,17,42,79
2,18,38,67
2,19,36,63
2,20,35,59
2,21,34,55
2,22,32,50
2,23,30,45
3,0,29,42
3,1,29,40
3,2,29,37
3,3,28,36
3,4,28,34
3,5,29,38
3,6,30,49
3,7,32,56
3,8,32,56
3,9,33,58
3,10,35,63
3,11,35,65
3,12,36,64
3,13,37,70
3,14,38,73
3,15,39,73
3,16,40,79
3,17,43,82
3,18,39,69
3,19,36,63
3,20,35,59
3,21,34,59
3,22,32,51
3,23,30,46
4,0,29,42
4,1,29,41
4,2,28,37
4,3,29,37
4,4,28,36
4,5,29,38
4,6,30,48
4,7,32,56
4,8,33,55
4,9,33,58
4,10,35,63
4,11,36,66
4,12,36,66
4,13,37,71
4,14,39,74
4,15,39,72
4,16,40,77
4,17,42,78
4,18,37,68
4,19,37,64
4,20,35,61
4,21,34,57
4,22,32,51
4,23,30,46
5,0,29,42
5,1,28,42
5,2,29,39
5,3,28,37
5,4,28,36
5,5,29,39
5,6,30,48
5,7,32,56
5,8,33,57
5,9,33,59
5,10,35,64
5,11,37,68
5,12,33,57
5,13,36,71
5,14,39,75
5,15,39,74
5,16,40,82
5,17,44,85
5,18,40,74
5,19,38,69
5,20,36,66
5,21,36,61
5,22,34,57
5,23,31,49
6,0,30,44
6,1,29,42
6,2,28,40
6,3,28,38
6,4,28,40
6,5,28,41
6,6,29,45
6,7,30,49
6,8,31,53
6,9,33,57
6,10,35,63
6,11,35,65
6,12,36,70
6,13,38,73
6,14,41,79
6,15,40,76
6,16,40,76
6,17,41,76
6,18,41,76
6,19,42,76
6,20,42,77
6,21,41,75
6,22,39,66
6,23,35,57
7,0,31,47
7,1,29,43
7,2,29,40
7,3,29,39
7,4,28,38
7,5,29,39
7,6,28,44
7,7,29,46
7,8,31,52
7,9,33,56
7,10,36,65
7,11,37,70
7,12,38,73
7,13,40,76
7,14,41,78
7,15,41,77
7,16,40,74
7,17,41,73
7,18,40,71
7,19,39,68
7,20,37,66
7,21,36,60
7,22,32,52
7,23,30,46
