1,0,33,42
1,1,32,40
1,2,32,37
1,3,31,36
1,4,31,36
1,5,32,38
1,6,36,47
1,7,39,55
1,8,39,54
1,9,40,57
1,10,43,63
1,11,44,66
1,12,44,64
1,13,45,69
1,14,48,72
1,15,49,73
1,16,49,77
1,17,53,78
1,18,46,67
1,19,43,61
1,20,41,57
1,21,40,54
1,22,38,49
1,23,35,45
2,0,34,42
2,1,32,40
2,2,31,37
2,3,31,36
2,4,31,35
2,5,32,37
2,6,36,47
2,7,39,55
2,8,39,55
2,9,40,56
2,10,43,62
2,11,44,63
2,12,45,65
2,13,46,71
2,14,48,71
2,15,48,71
2,16,50,76
2,17,54,79
2,18,46,67
2,19,44,63
2,20,42,59
2,21,41,55
2,22,38,50
2,23,35,45
3,0,34,42
3,1,33,40
3,2,32,37
3,3,31,36
3,4,30,34
3,5,33,38
3,6,36,49
3,7,39,56
3,8,40,56
3,9,41,58
3,10,44,63
3,11,44,65
3,12,44,64
3,13,47,70
3,14,48,73
3,15,50,73
3,16,50,79
3,17,54,82
3,18,48,69
3,19,44,63
3,20,43,59
3,21,41,59
3,22,38,51
3,23,35,46
4,0,34,42
4,1,33,41
4,2,32,37
4,3,32,37
4,4,31,36
4,5,33,38
4,6,37,48
4,7,39,56
4,8,40,55
4,9,41,58
4,10,44,63
4,11,45,66
4,12,45,66
4,13,47,71
4,14,49,74
4,15,49,72
4,16,50,77
4,17,53,78
4,18,46,68
4,19,45,64
4,20,43,61
4,21,42,57
4,22,38,51
4,23,35,46
5,0,33,42
5,1,33,42
5,2,32,39
5,3,32,37
5,4,31,36
5,5,33,39
5,6,36,48
5,7,39,56
5,8,40,57
5,9,41,59
5,10,44,64
5,11,46,68
5,12,41,57
5,13,46,71
5,14,50,75
5,15,49,74
5,16,52,82
5,17,57,85
5,18,51,74
5,19,48,69
5,20,45,66
5,21,44,61
5,22,41,57
5,23,37,49
6,0,34,44
6,1,34,42
6,2,32,40
6,3,32,38
6,4,32,40
6,5,33,41
6,6,34,45
6,7,36,49
6,8,38,53
6,9,40,57
6,10,43,63
6,11,44,65
6,12,46,70
6,13,48,73
6,14,52,79
6,15,50,76
6,16,50,76
6,17,51,76
6,18,51,76
6,19,52,76
6,20,53,77
6,21,51,75
6,22,48,66
6,23,41,57
7,0,36,47
7,1,34,43
7,2,33,40
7,3,32,39
7,4,31,38
7,5,33,39
7,6,34,44
7,7,35,46
7,8,38,52
7,9,40,56
7,10,45,65
7,11,47,70
7,12,49,73
7,13,51,76
7,14,51,78
7,15,51,77
7,16,50,74
7,17,50,73
7,18,49,71
7,19,48,68
7,20,46,66
7,21,43,60
7,22,39,52
7,23,35,46
