1,0,28
1,1,29
1,2,29
1,3,28
1,4,27
1,5,28
1,6,30
1,7,31
1,8,32
1,9,33
1,10,35
1,11,36
1,12,35
1,13,36
1,14,37
1,15,38
1,16,39
1,17,42
1,18,37
1,19,35
1,20,34
1,21,33
1,22,31
1,23,30
2,0,29
2,1,28
2,2,29
2,3,28
2,4,28
2,5,28
2,6,30
2,7,32
2,8,32
2,9,33
2,10,34
2,11,35
2,12,36
2,13,37
2,14,38
2,15,38
2,16,39
2,17,42
2,18,38
2,19,36
2,20,35
2,21,34
2,22,32
2,23,30
3,0,29
3,1,29
3,2,29
3,3,28
3,4,28
3,5,29
3,6,30
3,7,32
3,8,32
3,9,33
3,10,35
3,11,35
3,12,36
3,13,37
3,14,38
3,15,39
3,16,40
3,17,43
3,18,39
3,19,36
3,20,35
3,21,34
3,22,32
3,23,30
4,0,29
4,1,29
4,2,28
4,3,29
4,4,28
4,5,29
4,6,30
4,7,32
4,8,33
4,9,33
4,10,35
4,11,36
4,12,36
4,13,37
4,14,39
4,15,39
4,16,40
4,17,42
4,18,37
4,19,37
4,20,35
4,21,34
4,22,32
4,23,30
5,0,29
5,1,28
5,2,29
5,3,28
5,4,28
5,5,29
5,6,30
5,7,32
5,8,33
5,9,33
5,10,35
5,11,37
5,12,33
5,13,36
5,14,39
5,15,39
5,16,40
5,17,44
5,18,40
5,19,38
5,20,36
5,21,36
5,22,34
5,23,31
6,0,30
6,1,29
6,2,28
6,3,28
6,4,28
6,5,28
6,6,29
6,7,30
6,8,31
6,9,33
6,10,35
6,11,35
6,12,36
6,13,38
6,14,41
6,15,40
6,16,40
6,17,41
6,18,41
6,19,42
6,20,42
6,21,41
6,22,39
6,23,35
7,0,31
7,1,29
7,2,29
7,3,29
7,4,28
7,5,29
7,6,28
7,7,29
7,8,31
7,9,33
7,10,36
7,11,37
7,12,38
7,13,40
7,14,41
7,15,41
7,16,40
7,17,41
7,18,40
7,19,39
7,20,37
7,21,36
7,22,32
7,23,30
