1,0,31,40
1,1,31,37
1,2,30,35
1,3,30,34
1,4,29,34
1,5,31,37
1,6,37,50
1,7,38,51
1,8,37,50
1,9,38,52
1,10,41,59
1,11,43,61
1,12,42,60
1,13,42,60
1,14,45,67
1,15,47,68
1,16,50,78
1,17,54,82
1,18,49,72
1,19,42,61
1,20,39,54
1,21,37,49
1,22,35,47
1,23,33,43
2,0,31,39
2,1,30,37
2,2,30,35
2,3,30,34
2,4,30,35
2,5,31,36
2,6,37,50
2,7,37,51
2,8,37,52
2,9,38,52
2,10,40,56
2,11,41,58
2,12,42,58
2,13,43,61
2,14,46,68
2,15,47,69
2,16,50,78
2,17,54,84
2,18,49,72
2,19,45,64
2,20,40,56
2,21,38,51
2,22,35,47
2,23,33,43
3,0,31,39
3,1,31,37
3,2,31,35
3,3,30,34
3,4,30,35
3,5,31,37
3,6,37,51
3,7,38,51
3,8,38,54
3,9,39,54
3,10,41,60
3,11,43,61
3,12,41,60
3,13,44,64
3,14,48,75
3,15,51,76
3,16,53,83
3,17,56,88
3,18,51,75
3,19,45,64
3,20,40,55
3,21,39,54
3,22,36,47
3,23,33,42
4,0,31,40
4,1,31,40
4,2,30,35
4,3,30,35
4,4,30,35
4,5,31,36
4,6,37,50
4,7,38,53
4,8,38,52
4,9,40,55
4,10,42,60
4,11,43,63
4,12,44,64
4,13,45,66
4,14,49,75
4,15,49,76
4,16,51,81
4,17,56,85
4,18,49,72
4,19,45,63
4,20,41,57
4,21,39,53
4,22,36,49
4,23,33,43
5,0,31,39
5,1,31,38
5,2,30,36
5,3,30,35
5,4,30,35
5,5,31,36
5,6,36,50
5,7,37,51
5,8,38,53
5,9,38,54
5,10,42,60
5,11,45,64
5,12,38,53
5,13,44,63
5,14,51,79
5,15,52,82
5,16,54,86
5,17,58,91
5,18,54,80
5,19,50,73
5,20,45,66
5,21,44,63
5,22,41,56
5,23,35,46
6,0,32,41
6,1,32,40
6,2,31,39
6,3,30,37
6,4,31,38
6,5,31,40
6,6,33,42
6,7,34,46
6,8,37,50
6,9,39,53
6,10,41,59
6,11,44,64
6,12,46,71
6,13,51,78
6,14,53,82
6,15,51,76
6,16,49,72
6,17,49,73
6,18,48,70
6,19,50,72
6,20,53,79
6,21,53,77
6,22,48,68
6,23,40,55
7,0,33,44
7,1,32,40
7,2,31,38
7,3,31,38
7,4,30,37
7,5,32,37
7,6,32,42
7,7,36,47
7,8,39,55
7,9,42,59
7,10,46,69
7,11,50,76
7,12,53,82
7,13,56,85
7,14,54,79
7,15,47,68
7,16,46,67
7,17,48,68
7,18,46,67
7,19,46,65
7,20,44,62
7,21,42,58
7,22,37,49
7,23,33,42
