1,0,33,28
1,1,32,29
1,2,32,29
1,3,31,28
1,4,31,27
1,5,32,28
1,6,36,30
1,7,39,31
1,8,39,32
1,9,40,33
1,10,43,35
1,11,44,36
1,12,44,35
1,13,45,36
1,14,48,37
1,15,49,38
1,16,49,39
1,17,53,42
1,18,46,37
1,19,43,35
1,20,41,34
1,21,40,33
1,22,38,31
1,23,35,30
2,0,34,29
2,1,32,28
2,2,31,29
2,3,31,28
2,4,31,28
2,5,32,28
2,6,36,30
2,7,39,32
2,8,39,32
2,9,40,33
2,10,43,34
2,11,44,35
2,12,45,36
2,13,46,37
2,14,48,38
2,15,48,38
2,16,50,39
2,17,54,42
2,18,46,38
2,19,44,36
2,20,42,35
2,21,41,34
2,22,38,32
2,23,35,30
3,0,34,29
3,1,33,29
3,2,32,29
3,3,31,28
3,4,30,28
3,5,33,29
3,6,36,30
3,7,39,32
3,8,40,32
3,9,41,33
3,10,44,35
3,11,44,35
3,12,44,36
3,13,47,37
3,14,48,38
3,15,50,39
3,16,50,40
3,17,54,43
3,18,48,39
3,19,44,36
3,20,43,35
3,21,41,34
3,22,38,32
3,23,35,30
4,0,34,29
4,1,33,29
4,2,32,28
4,3,32,29
4,4,31,28
4,5,33,29
4,6,37,30
4,7,39,32
4,8,40,33
4,9,41,33
4,10,44,35
4,11,45,36
4,12,45,36
4,13,47,37
4,14,49,39
4,15,49,39
4,16,50,40
4,17,53,42
4,18,46,37
4,19,45,37
4,20,43,35
4,21,42,34
4,22,38,32
4,23,35,30
5,0,33,29
5,1,33,28
5,2,32,29
5,3,32,28
5,4,31,28
5,5,33,29
5,6,36,30
5,7,39,32
5,8,40,33
5,9,41,33
5,10,44,35
5,11,46,37
5,12,41,33
5,13,46,36
5,14,50,39
5,15,49,39
5,16,52,40
5,17,57,44
5,18,51,40
5,19,48,38
5,20,45,36
5,21,44,36
5,22,41,34
5,23,37,31
6,0,34,30
6,1,34,29
6,2,32,28
6,3,32,28
6,4,32,28
6,5,33,28
6,6,34,29
6,7,36,30
6,8,38,31
6,9,40,33
6,10,43,35
6,11,44,35
6,12,46,36
6,13,48,38
6,14,52,41
6,15,50,40
6,16,50,40
6,17,51,41
6,18,51,41
6,19,52,42
6,20,53,42
6,21,51,41
6,22,48,39
6,23,41,35
7,0,36,31
7,1,34,29
7,2,33,29
7,3,32,29
7,4,31,28
7,5,33,29
7,6,34,28
7,7,35,29
7,8,38,31
7,9,40,33
7,10,45,36
7,11,47,37
7,12,49,38
7,13,51,40
7,14,51,41
7,15,51,41
7,16,50,40
7,17,50,41
7,18,49,40
7,19,48,39
7,20,46,37
7,21,43,36
7,22,39,32
7,23,35,30
