1,0,27
1,1,27
1,2,28
1,3,28
1,4,26
1,5,27
1,6,30
1,7,32
1,8,31
1,9,31
1,10,33
1,11,35
1,12,34
1,13,34
1,14,36
1,15,37
1,16,38
1,17,42
1,18,39
1,19,35
1,20,32
1,21,31
1,22,29
1,23,28
2,0,27
2,1,27
2,2,27
2,3,27
2,4,27
2,5,27
2,6,30
2,7,31
2,8,31
2,9,31
2,10,33
2,11,34
2,12,34
2,13,34
2,14,37
2,15,37
2,16,39
2,17,42
2,18,40
2,19,36
2,20,33
2,21,32
2,22,30
2,23,28
3,0,27
3,1,28
3,2,28
3,3,27
3,4,27
3,5,27
3,6,30
3,7,31
3,8,32
3,9,32
3,10,34
3,11,34
3,12,34
3,13,36
3,14,39
3,15,40
3,16,42
3,17,44
3,18,41
3,19,37
3,20,34
3,21,33
3,22,30
3,23,28
4,0,27
4,1,27
4,2,27
4,3,28
4,4,27
4,5,27
4,6,31
4,7,32
4,8,32
4,9,33
4,10,34
4,11,35
4,12,35
4,13,36
4,14,38
4,15,39
4,16,40
4,17,43
4,18,39
4,19,37
4,20,34
4,21,33
4,22,31
4,23,28
5,0,27
5,1,27
5,2,28
5,3,27
5,4,27
5,5,27
5,6,29
5,7,31
5,8,32
5,9,32
5,10,34
5,11,35
5,12,31
5,13,36
5,14,40
5,15,41
5,16,42
5,17,45
5,18,42
5,19,40
5,20,37
5,21,36
5,22,33
5,23,29
6,0,28
6,1,27
6,2,27
6,3,27
6,4,27
6,5,27
6,6,28
6,7,29
6,8,31
6,9,32
6,10,34
6,11,37
6,12,37
6,13,39
6,14,41
6,15,41
6,16,39
6,17,39
6,18,39
6,19,40
6,20,43
6,21,42
6,22,39
6,23,33
7,0,28
7,1,27
7,2,27
7,3,28
7,4,27
7,5,28
7,6,28
7,7,30
7,8,32
7,9,34
7,10,37
7,11,39
7,12,41
7,13,43
7,14,42
7,15,39
7,16,38
7,17,39
7,18,38
7,19,38
7,20,37
7,21,35
7,22,31
7,23,28
