1,0,31
1,1,31
1,2,30
1,3,30
1,4,29
1,5,31
1,6,37
1,7,38
1,8,37
1,9,38
1,10,41
1,11,43
1,12,42
1,13,42
1,14,45
1,15,47
1,16,50
1,17,54
1,18,49
1,19,42
1,20,39
1,21,37
1,22,35
1,23,33
2,0,31
2,1,30
2,2,30
2,3,30
2,4,30
2,5,31
2,6,37
2,7,37
2,8,37
2,9,38
2,10,40
2,11,41
2,12,42
2,13,43
2,14,46
2,15,47
2,16,50
2,17,54
2,18,49
2,19,45
2,20,40
2,21,38
2,22,35
2,23,33
3,0,31
3,1,31
3,2,31
3,3,30
3,4,30
3,5,31
3,6,37
3,7,38
3,8,38
3,9,39
3,10,41
3,11,43
3,12,41
3,13,44
3,14,48
3,15,51
3,16,53
3,17,56
3,18,51
3,19,45
3,20,40
3,21,39
3,22,36
3,23,33
4,0,31
4,1,31
4,2,30
4,3,30
4,4,30
4,5,31
4,6,37
4,7,38
4,8,38
4,9,40
4,10,42
4,11,43
4,12,44
4,13,45
4,14,49
4,15,49
4,16,51
4,17,56
4,18,49
4,19,45
4,20,41
4,21,39
4,22,36
4,23,33
5,0,31
5,1,31
5,2,30
5,3,30
5,4,30
5,5,31
5,6,36
5,7,37
5,8,38
5,9,38
5,10,42
5,11,45
5,12,38
5,13,44
5,14,51
5,15,52
5,16,54
5,17,58
5,18,54
5,19,50
5,20,45
5,21,44
5,22,41
5,23,35
6,0,32
6,1,32
6,2,31
6,3,30
6,4,31
6,5,31
6,6,33
6,7,34
6,8,37
6,9,39
6,10,41
6,11,44
6,12,46
6,13,51
6,14,53
6,15,51
6,16,49
6,17,49
6,18,48
6,19,50
6,20,53
6,21,53
6,22,48
6,23,40
7,0,33
7,1,32
7,2,31
7,3,31
7,4,30
7,5,32
7,6,32
7,7,36
7,8,39
7,9,42
7,10,46
7,11,50
7,12,53
7,13,56
7,14,54
7,15,47
7,16,46
7,17,48
7,18,46
7,19,46
7,20,44
7,21,42
7,22,37
7,23,33
